Postal Code|Place Name|Province|Latitude|Longitude,,
T0A|Eastern Alberta (St. Paul)|Alberta|53.9225|-111.0585,,
T0B|Wainwright Region (Tofield)|Alberta|53.0635|-112.3067,,
T0C|Central Alberta (Stettler)|Alberta|51.9565|-110.0761,,
T0E|Western Alberta (Jasper)|Alberta|53.8486|-114.4361,,
T0G|North Central Alberta (Slave Lake)|Alberta|54.2653|-115.3827,,
T0H|Northwestern Alberta (High Level)|Alberta|56.6598|-117.2896,,
T0J|Southeastern Alberta (Drumheller)|Alberta|49.8442|-110.78,,
T0K|International Border Region (Cardston)|Alberta|49.7318|-112.6171,,
T0L|Kananaskis Country (Claresholm)|Alberta|49.8736|-113.5074,,
T0M|Central Foothills (Sundre)|Alberta|52.0306|-113.9565,,
T0P|Northeastern Alberta (Fort Chipewyan)|Alberta|58.759|-111.0874,,
T0V|Remote Northeast (Fitzgerald)|Alberta|59.8685|-111.6329,,
T1A|Medicine Hat Central|Alberta|50.0365|-110.661,,
T1B|Medicine Hat South|Alberta|50.0172|-110.651,,
T1C|Medicine Hat North|Alberta|50.0556|-110.6822,,
T1G|Taber|Alberta|49.7773|-112.158,,
T1H|Lethbridge North|Alberta|49.7118|-112.8196,,
T1J|Lethbridge West and Central|Alberta|49.6915|-112.8294,,
T1K|Lethbridge Southeast|Alberta|49.6765|-112.8035,,
T1L|Banff|Alberta|51.1791|-115.5697,,
T1M|Coaldale|Alberta|49.7285|-112.6146,,
T1P|Strathmore|Alberta|51.0459|-113.3967,,
T1R|Brooks|Alberta|50.5659|-111.8896,,
T1S|Okotoks|Alberta|50.7064|-113.9554,,
T1V|High River|Alberta|50.5775|-113.8747,,
T1W|Canmore|Alberta|51.0868|-115.3384,,
T1X|Chestermere|Alberta|51.0512|-113.8155,,
T1Y|Calgary (Rundle / Whitehorn / Monterey Park)|Alberta|51.0759|-114.0015,,
T2A|Calgary (Penbrooke Meadows / Marlborough)|Alberta|51.0402|-113.9844,,
T2B|Calgary (Forest Lawn / Dover / Erin Woods)|Alberta|51.0318|-113.9786,,
T2C|Calgary (Lynnwood Ridge / Ogden / Foothills Industrial / Great Plains)|Alberta|50.9878|-114.0001,,
T2E|Calgary (Bridgeland / Greenview / Zoo / YYC)|Alberta|51.0632|-114.0614,,
T2G|Calgary (Inglewood / Burnsland / Chinatown / East Victoria Park / Saddledome)|Alberta|51.0415|-114.0599,,
T2H|Calgary (Highfield / Burns Industrial)|Alberta|50.9857|-114.0631,,
T2J|Calgary (Queensland Downs / Lake Bonavista / Willow Park / Acadia)|Alberta|50.9693|-114.0514,,
T2K|Calgary (Thornecliffe / Tuxedo)|Alberta|51.0857|-114.0714,,
T2L|Calgary (Brentwood / Collingwood / Nose Hill)|Alberta|51.0917|-114.1127,,
T2M|Calgary (Mount Pleasant / Capitol Hill / Banff Trail)|Alberta|51.0696|-114.0862,,
T2N|Calgary (Kensington / Westmont / Parkdale / University)|Alberta|51.0591|-114.1146,,
T2P|Calgary (City Centre / Calgary Tower)|Alberta|51.0472|-114.0802,,
T2R|Calgary (Connaught / West Victoria Park)|Alberta|51.0426|-114.0791,,
T2S|Calgary (Elbow Park / Britannia / Parkhill / Mission)|Alberta|51.0171|-114.0812,,
T2T|Calgary South (Altadore / Bankview / Richmond)|Alberta|51.0316|-114.0994,,
T2V|Calgary (Oak Ridge / Haysboro / Kingsland / Windsor Park)|Alberta|50.9909|-114.074,,
T2W|Calgary (Braeside / Woodbine)|Alberta|50.9604|-114.1001,,
T2X|Calgary (Midnapore / Sundance)|Alberta|50.9204|-114.0674,,
T2Y|Calgary (Millrise / Somerset / Bridlewood / Evergreen)|Alberta|50.9093|-114.0721,,
T2Z|Calgary (Douglas Glen / McKenzie Lake / Copperfield / East Shepard)|Alberta|50.9023|-113.9873,,
T3A|Calgary (Dalhousie / Edgemont / Hamptons / Hidden Valley)|Alberta|51.0922|-114.1479,,
T3B|Calgary (Montgomery / Bowness / Silver Springs / Greenwood)|Alberta|51.0809|-114.1616,,
T3C|Calgary (Rosscarrock / Wildwood / Shaganappi / Sunalta)|Alberta|51.0388|-114.098,,
T3E|Calgary (Lakeview / Glendale / Killarney / Glamorgan)|Alberta|51.0227|-114.1342,,
T3G|Calgary (Hawkwood / Arbour Lake / Royal Oak / Rocky Ridge)|Alberta|51.1147|-114.1796,,
T3H|Calgary (Discovery Ridge / Signal Hill / Aspen Woods / Patterson / Cougar Ridge)|Alberta|51.0566|-114.1815,,
T3J|Calgary (Martindale / Taradale / Falconridge / Saddle Ridge)|Alberta|51.0999|-113.9422,,
T3K|Calgary (Sandstone / Harvest Hills / Coventry Hills / Panorama Hills / Beddington)|Alberta|51.127|-114.0787,,
T3L|Calgary (Tuscany / Scenic Acres)|Alberta|51.1162|-114.2089,,
T3M|Calgary (Cranston)|Alberta|50.8902|-113.9892,,
T3N|Calgary Northeast|Alberta|51.1494|-114.0019,,
T3P|Calgary (Symons Valley)|Alberta|51.1793|-114.1333,,
T3R|Calgary Northwest|Alberta|51.1497|-114.2695,,
T3Z|Redwood Meadows|Alberta|50.9821|-114.5178,,
T4A|Airdrie East|Alberta|51.2733|-113.9909,,
T4B|Airdrie West|Alberta|51.2816|-114.0153,,
T4C|Cochrane|Alberta|51.1896|-114.4774,,
T4E|Red Deer County|Alberta|52.2911|-113.7027,,
T4G|Innisfail|Alberta|52.029|-113.9474,,
T4H|Olds|Alberta|51.7956|-114.0944,,
T4J|Ponoka|Alberta|52.6649|-113.5823,,
T4L|Lacombe|Alberta|52.36|-114.3736,,
T4N|Red Deer Central|Alberta|52.2592|-113.8237,,
T4P|Red Deer North|Alberta|52.2887|-113.8394,,
T4R|Red Deer South|Alberta|52.2451|-113.7855,,
T4S|Sylvan Lake|Alberta|52.3083|-114.0949,,
T4T|Rocky Mountain House|Alberta|52.378|-114.9307,,
T4V|Camrose|Alberta|53.0204|-112.8129,,
T4X|Beaumont|Alberta|53.3571|-113.4129,,
T5A|Edmonton (West Clareview / East Londonderry)|Alberta|53.5899|-113.4413,,
T5B|Edmonton (East North Central / West Beverly)|Alberta|53.5766|-113.4608,,
T5C|Edmonton (Central Londonderry)|Alberta|53.6129|-113.4572,,
T5E|Edmonton (West Londonderry / East Calder)|Alberta|53.5923|-113.5168,,
T5G|Edmonton (North Central / Queen Mary Park / YXD)|Alberta|53.5682|-113.4822,,
T5H|Edmonton (North and East Downtown Fringe)|Alberta|53.555|-113.4822,,
T5J|Edmonton (North Downtown)|Alberta|53.5421|-113.4989,,
T5K|Edmonton (South Downtown / South Downtown Fringe)|Alberta|53.535|-113.501,,
T5L|Edmonton (North Westmount / West Calder / East Mistatim)|Alberta|53.5801|-113.541,,
T5M|Edmonton (South Westmount / Groat Estate / East Northwest Industrial)|Alberta|53.5614|-113.5461,,
T5N|Edmonton (Glenora / SW Downtown Fringe)|Alberta|53.5495|-113.5453,,
T5P|Edmonton (North Jasper Place)|Alberta|53.5529|-113.584,,
T5R|Edmonton (Central Jasper Place / Buena Vista)|Alberta|53.5224|-113.5763,,
T5S|Edmonton (West Northwest Industrial / Winterburn)|Alberta|53.5416|-113.6249,,
T5T|Edmonton West (West Jasper Place / West Edmonton Mall)|Alberta|53.5157|-113.6339,,
T5V|Edmonton (Central Mistatim)|Alberta|53.58|-113.5873,,
T5W|Edmonton (Central Beverly)|Alberta|53.5705|-113.4036,,
T5X|Edmonton (East Castledowns)|Alberta|53.6072|-113.5183,,
T5Y|Edmonton (Landbank / Oliver / East Lake District)|Alberta|53.6026|-113.3837,,
T5Z|Edmonton (West Lake District)|Alberta|53.5966|-113.4882,,
T6A|Edmonton (North Capilano)|Alberta|53.5483|-113.408,,
T6B|Edmonton (SE Capilano / West Southeast Industrial / East Bonnie Doon)|Alberta|53.5322|-113.4404,,
T6C|Edmonton (Central Bonnie Doon)|Alberta|53.5182|-113.4769,,
T6E|Edmonton (South Bonnie Doon / East University)|Alberta|53.5087|-113.5078,,
T6G|Edmonton (West University / Strathcona Place)|Alberta|53.5248|-113.5334,,
T6H|Edmonton (Southgate / North Riverbend)|Alberta|53.4839|-113.5227,,
T6J|Edmonton (Kaskitayo)|Alberta|53.4822|-113.5269,,
T6K|Edmonton (West Mill Woods)|Alberta|53.4816|-113.4623,,
T6L|Edmonton (East Mill Woods)|Alberta|53.4681|-113.4339,,
T6M|Edmonton Southwest|Alberta|53.4967|-113.6162,,
T6N|Edmonton (South Industrial)|Alberta|53.458|-113.4826,,
T6P|Edmonton (East Southeast Industrial / South Clover Bar)|Alberta|53.4996|-113.3678,,
T6R|Edmonton (Riverbend)|Alberta|53.4782|-113.5873,,
T6S|Edmonton (North Clover Bar)|Alberta|53.5729|-113.3518,,
T6T|Edmonton (Meadows)|Alberta|53.4768|-113.3662,,
T6V|Edmonton (West Castledowns)|Alberta|53.6202|-113.543,,
T6W|Edmonton (Heritage Valley)|Alberta|53.4129|-113.4957,,
T6X|Edmonton (Ellerslie)|Alberta|53.4154|-113.4917,,
T7A|Drayton Valley|Alberta|53.2165|-114.9893,,
T7E|Edson|Alberta|53.5908|-116.4104,,
T7N|Barrhead|Alberta|54.1136|-114.3932,,
T7P|Westlock|Alberta|54.166|-113.8452,,
T7S|Whitecourt|Alberta|54.1407|-115.6873,,
T7V|Hinton|Alberta|53.3981|-117.5552,,
T7X|Spruce Grove North|Alberta|53.549|-113.8995,,
T7Y|Spruce Grove South|Alberta|53.4495|-113.7135,,
T7Z|Stony Plain|Alberta|53.5202|-114.0135,,
T8A|Sherwood Park West|Alberta|53.519|-113.3216,,
T8B|Sherwood Park Outer Southwest|Alberta|53.4482|-113.2706,,
T8C|Sherwood Park Inner Southwest|Alberta|53.4162|-113.148,,
T8E|Sherwood Park Central|Alberta|53.4548|-113.0498,,
T8G|Sherwood Park East|Alberta|53.4749|-112.9512,,
T8H|Sherwood Park Northwest|Alberta|53.5462|-113.2562,,
T8L|Fort Saskatchewan|Alberta|53.6916|-113.2286,,
T8N|St. Albert|Alberta|53.6199|-113.6377,,
T8R|Morinville|Alberta|53.7903|-113.646,,
T8S|Peace River|Alberta|56.2539|-117.2849,,
T8V|Grande Prairie Central|Alberta|55.1726|-118.7997,,
T8W|Grande Prairie South|Alberta|55.1389|-118.773,,
T8X|Grande Prairie East|Alberta|55.1749|-118.7633,,
T9A|Wetaskiwin|Alberta|52.9741|-113.3646,,
T9C|Vegreville|Alberta|53.4874|-112.0636,,
T9E|Leduc|Alberta|53.2524|-113.5388,,
T9G|Devon|Alberta|53.3632|-113.7286,,
T9H|Fort McMurray Outer Central|Alberta|56.6977|-111.3389,,
T9J|Fort McMurray Inner Central|Alberta|56.7057|-111.3723,,
T9K|Fort McMurray Northwest|Alberta|56.7273|-111.4361,,
T9M|Cold Lake|Alberta|54.4127|-110.2162,,
T9N|Bonnyville|Alberta|54.2678|-110.7324,,
T9S|Athabasca|Alberta|54.7139|-113.2942,,
T9V|Lloydminster|Alberta|53.2786|-110.0233,,
T9W|Wainwright|Alberta|52.8403|-110.8704,,
T9X|Vermilion|Alberta|53.3515|-110.8451,,
V0A|Upper Columbia Region (Golden)|British Columbia|50.5402|-116.0019,,
V0B|East Kootenays (Fernie)|British Columbia|49.4539|-116.763,,
V0C|Northern British Columbia (Fort Nelson)|British Columbia|56.2478|-120.8491,,
V0E|Central Okanagan and High Country (Revelstoke)|British Columbia|50.9647|-119.1638,,
V0G|West Kootenays (Rossland)|British Columbia|49.7332|-116.913,,
V0H|South Okanagan (Summerland)|British Columbia|49.2357|-119.0117,,
V0J|Omineca and Yellowhead (Smithers)|British Columbia|55.2046|-129.0828,,
V0K|Cariboo and West Okanagan (100 Mile House)|British Columbia|50.7372|-121.2713,,
V0L|Chilcotin (Alexis Creek)|British Columbia|52.4018|-124.0226,,
V0M|Harrison Lake Region (Agassiz)|British Columbia|49.2341|-121.7705,,
V0N|North Island, Sunshine Coast, and Southern Gulf Islands (Whistler)|British Columbia|50.5899|-126.9517
V0P|North Central Island and Bute Inlet Region (Gold River)|British Columbia|50.898|-124.8633,,
V0R|Central Island (Chemainus)|British Columbia|49.2818|-126.0627,,
V0S|Juan de Fuca Shore (Sooke)|British Columbia|48.5788|-123.4637,,
V0T|Inside Passage and the Queen Charlottes (Queen Charlotte City)|British Columbia|54.7992|-130.0782,,
V0V|Lower Skeena (Port Edward)|British Columbia|53.4242|-129.263,,
V0W|Atlin Region (Atlin)|British Columbia|59.4808|-133.6312,,
V0X|Similkameen (Hope)|British Columbia|49.0538|-122.476,,
V1A|Kimberley|British Columbia|49.6626|-115.9667,,
V1B|Vernon East|British Columbia|50.2158|-119.2709,,
V1C|Cranbrook|British Columbia|49.512|-115.7703,,
V1E|Salmon Arm|British Columbia|50.6947|-119.2915,,
V1G|Dawson Creek|British Columbia|55.7741|-120.2533,,
V1H|Vernon West|British Columbia|50.2629|-119.3037,,
V1J|Fort St. John|British Columbia|56.2306|-120.8277,,
V1K|Merritt|British Columbia|50.1076|-120.7755,,
V1L|Nelson|British Columbia|49.4832|-117.3031,,
V1M|Langley Township North|British Columbia|49.164|-122.656,,
V1N|Castlegar|British Columbia|49.3298|-117.6607,,
V1P|Kelowna East|British Columbia|49.8808|-119.3647,,
V1R|Trail|British Columbia|49.1135|-117.716,,
V1S|Kamloops Southwest|British Columbia|50.6553|-120.3811,,
V1T|Vernon Central|British Columbia|50.2533|-119.2798,,
V1V|Kelowna North|British Columbia|49.929|-119.4676,,
V1W|Kelowna Southwest|British Columbia|49.842|-119.4903,,
V1X|Kelowna East Central|British Columbia|49.8754|-119.3958,,
V1Y|Kelowna Central|British Columbia|49.8803|-119.5004,,
V1Z|Kelowna West|British Columbia|49.88|-119.5355,,
V2A|Penticton|British Columbia|49.5031|-119.5905,,
V2B|Kamloops Northwest|British Columbia|50.6903|-120.3634,,
V2C|Kamloops Central and Southeast|British Columbia|50.6764|-120.3399,,
V2E|Kamloops South and West|British Columbia|50.6598|-120.3837,,
V2G|Williams Lake|British Columbia|52.1276|-122.1271,,
V2H|Kamloops North|British Columbia|50.6902|-120.0461,,
V2J|Quesnel|British Columbia|52.9692|-122.5057,,
V2K|Prince George North|British Columbia|53.9313|-122.7823,,
V2L|Prince George East Central|British Columbia|53.9112|-122.728,,
V2M|Prince George West Central|British Columbia|53.928|-122.7878,,
V2N|Prince George South|British Columbia|53.9103|-122.7835,,
V2P|Chilliwack Central|British Columbia|49.1551|-121.9459,,
V2R|Chilliwack West|British Columbia|49.1409|-121.962,,
V2S|Abbotsford Southeast|British Columbia|49.0312|-122.3012,,
V2T|Abbotsford Southwest|British Columbia|49.0382|-122.335,,
V2V|Mission East|British Columbia|49.1337|-122.3434,,
V2W|Maple Ridge East|British Columbia|49.2201|-122.4985,,
V2X|Maple Ridge West|British Columbia|49.2007|-122.6641,,
V2Y|Langley Township Northwest|British Columbia|49.1175|-122.6684,,
V2Z|Langley Township Southwest|British Columbia|49.0501|-122.6745,,
V3A|Langley City|British Columbia|49.0764|-122.6797,,
V3B|Port Coquitlam Central|British Columbia|49.2733|-122.7965,,
V3C|Port Coquitlam South|British Columbia|49.2334|-122.77,,
V3E|Port Coquitlam North|British Columbia|49.2796|-122.8105,,
V3G|Abbotsford East|British Columbia|49.0625|-122.2457,,
V3H|Port Moody|British Columbia|49.2707|-122.883,,
V3J|Coquitlam North|British Columbia|49.2536|-122.9085,,
V3K|Coquitlam South|British Columbia|49.2358|-122.8693,,
V3L|New Westminster Northeast|British Columbia|49.2136|-122.8949,,
V3M|New Westminster Southwest (Includes Annacis Island)|British Columbia|49.2007|-122.9074,,
V3N|Burnaby (East Big Bend / Stride Avenue / Edmonds / Cariboo-Armstrong)|British Columbia|49.2201|-122.9478,,
V3R|Surrey North|British Columbia|49.1641|-122.8193,,
V3S|Surrey East|British Columbia|49.1011|-122.8141,,
V3T|Surrey Inner Northwest|British Columbia|49.1783|-122.8665,,
V3V|Surrey Outer Northwest|British Columbia|49.1647|-122.8487,,
V3W|Surrey Upper West|British Columbia|49.0992|-122.8691,,
V3X|Surrey Lower West|British Columbia|49.1173|-122.8234,,
V3Y|Pitt Meadows|British Columbia|49.2273|-122.6883,,
V4A|Surrey Southwest|British Columbia|49.0168|-122.7738,,
V4B|White Rock|British Columbia|49.0268|-122.8369,,
V4C|Delta Northeast|British Columbia|49.1348|-122.9131,,
V4E|Delta East|British Columbia|49.0482|-122.9587,,
V4G|Delta East Central|British Columbia|49.1367|-123.0115,,
V4K|Delta Central|British Columbia|49.0798|-123.0882,,
V4L|Delta Southeast|British Columbia|49.0023|-123.0368,,
V4M|Delta Southwest|British Columbia|49.0025|-123.0746,,
V4N|Surrey Northeast|British Columbia|49.1636|-122.7677,,
V4P|Surrey South|British Columbia|49.0499|-122.804,,
V4R|Maple Ridge Northwest|British Columbia|49.2225|-122.4984,,
V4S|Mission West|British Columbia|49.1589|-122.3089,,
V4T|Westbank|British Columbia|49.838|-119.6667,,
V4V|Winfield|British Columbia|50.0734|-119.4444,,
V4W|Langley Township East|British Columbia|49.1307|-122.5369,,
V4X|Abbotsford West|British Columbia|49.0024|-122.4419,,
V4Z|Chilliwack East|British Columbia|49.146|-121.9435,,
V5A|Burnaby (Government Road / Lake City / SFU / Burnaby Mountain)|British Columbia|49.2869|-122.958,,
V5B|Burnaby (Parkcrest-Aubrey / Ardingley-Sprott)|British Columbia|49.2846|-122.9914,,
V5C|Burnaby (Burnaby Heights / Willingdon Heights / West Central Valley)|British Columbia|49.2848|-123.0222,,
V5E|Burnaby (Lakeview-Mayfield / Richmond Park / Kingsway-Beresford)|British Columbia|49.2124|-122.9696,,
V5G|Burnaby (Cascade-Schou / Douglas-Gilpin)|British Columbia|49.2591|-123.0226,,
V5H|Burnaby (Maywood / Marlborough / Oakalla / Windsor)|British Columbia|49.2371|-123.0229,,
V5J|Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend)|British Columbia|49.2218|-123.022,,
V5K|Vancouver (North Hastings- Sunrise)|British Columbia|49.293|-123.0489,,
V5L|Vancouver (North Grandview- Woodlands)|British Columbia|49.2835|-123.0786,,
V5M|Vancouver (South Hastings-Sunrise / North Renfrew- Collingwood)|British Columbia|49.2695|-123.0556,,
V5N|Vancouver (South Grandview- Woodlands / NE Kensington)|British Columbia|49.2699|-123.0765,,
V5P|Vancouver (SE Kensington / Victoria- Fraserview)|British Columbia|49.2393|-123.0729,,
V5R|Vancouver (South Renfrew- Collingwood)|British Columbia|49.2499|-123.0556,,
V5S|Vancouver (Killarney)|British Columbia|49.2286|-123.057,,
V5T|Vancouver (East Mount Pleasant)|British Columbia|49.2701|-123.1038,,
V5V|Vancouver (West Kensington / NE Riley Park- Little Mountain)|British Columbia|49.2558|-123.1037,,
V5W|Vancouver (SE Riley Park- Little Mountain / SW Kensington / NE Oakridge / North Sunset)|British Columbia|49.2396|-123.0984,,
V5X|Vancouver (SE Oakridge / East Marpole / South Sunset)|British Columbia|49.2249|-123.1052,,
V5Y|Vancouver (West Mount Pleasant / West Riley Park- Little Mountain)|British Columbia|49.2702|-123.1017,,
V5Z|Vancouver (East Fairview / South Cambie)|British Columbia|49.2658|-123.1151,,
V6A|Vancouver (Strathcona / Chinatown / Downtown Eastside)|British Columbia|49.2862|-123.0925,,
V6B|Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown)|British Columbia|49.2836|-123.1041,,
V6C|Vancouver (Waterfront / Coal Harbour / Canada Place)|British Columbia|49.2857|-123.1142,,
V6E|Vancouver (South West End)|British Columbia|49.2848|-123.1228,,
V6G|Vancouver (North West End / Stanley Park)|British Columbia|49.289|-123.1294,,
V6H|Vancouver (West Fairview / Granville Island / NE Shaughnessy)|British Columbia|49.2661|-123.1276,,
V6J|Vancouver (NW Shaughnessy / East Kitsilano / Quilchena)|British Columbia|49.2768|-123.1469,,
V6K|Vancouver (Central Kitsilano)|British Columbia|49.2738|-123.161,,
V6L|Vancouver (NW Arbutus Ridge)|British Columbia|49.2571|-123.1662,,
V6M|Vancouver (South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge)|British Columbia|49.2417|-123.1293,,
V6N|Vancouver (Dunbar- Southlands / Musqueam)|British Columbia|49.2376|-123.1639,,
V6P|Vancouver (SE Kerrisdale / SW Oakridge / West Marpole)|British Columbia|49.2254|-123.1176,,
V6R|Vancouver (West Kitsilano / Jericho)|British Columbia|49.273|-123.185,,
V6S|Vancouver (Chaldecutt / South University Endowment Lands)|British Columbia|49.2574|-123.1836,,
V6T|Vancouver (UBC)|British Columbia|49.2765|-123.2177,,
V6V|Richmond Northeast|British Columbia|49.1699|-123.0912,,
V6W|Richmond Southeast|British Columbia|49.1261|-123.0897,,
V6X|Richmond North|British Columbia|49.1701|-123.1438,,
V6Y|Richmond Central|British Columbia|49.1483|-123.1469,,
V6Z|Vancouver (SW Downtown)|British Columbia|49.2814|-123.12,,
V7A|Richmond South|British Columbia|49.1467|-123.1463,,
V7B|Richmond (Sea Island / YVR)|British Columbia|49.178|-123.1701,,
V7C|Richmond West|British Columbia|49.1745|-123.1978,,
V7E|Richmond Southwest|British Columbia|49.1476|-123.1897,,
V7G|North Vancouver Outer East|British Columbia|49.304|-122.9689,,
